Date,Away Team,Home Team,Away Team Lat,Away Team Long,Home Team Lat,Home Team Long,State
"Thursday, February 22, 2024",Los Angeles Dodgers,San Diego Padres,34.07387924,-118.2399521,32.70756912,-117.1570435,CA
"Friday, February 23, 2024",Arizona D'Backs,Colorado Rockies,33.44527054,-112.066803,39.75635147,-104.9941406,CO
"Friday, February 23, 2024",Chicago White Sox,Chicago Cubs,41.82984924,-87.63365173,41.94805908,-87.65564728,IL
"Friday, February 23, 2024",San Diego Padres,Los Angeles Dodgers,32.70756912,-117.1570435,34.07387924,-118.2399521,CA
"Friday, February 23, 2024",Kansas City Royals,Texas Rangers,39.05163956,-94.4804306,32.75122833,-97.08255005,TX
"Saturday, February 24, 2024",Colorado Rockies,Arizona D'Backs,39.75635147,-104.9941406,33.44527054,-112.066803,AZ
"Saturday, February 24, 2024",Boston Red Sox,Baltimore Orioles,42.34622192,-71.09770966,39.28395081,-76.62155914,MD
"Saturday, February 24, 2024",Cincinnati Reds,Cleveland Guardians,39.09720993,-84.5064621,41.49578857,-81.6852951,OH
"Saturday, February 24, 2024",New York Yankees,Detroit Tigers,40.82963181,-73.92623901,42.33927917,-83.04882813,MI
"Saturday, February 24, 2024",Atlanta Braves,Tampa Bay Rays,33.89060974,-84.46760559,27.76812553,-82.65345764,FL
"Saturday, February 24, 2024",Pittsburgh Pirates,Minnesota Twins,40.44704819,-80.00615692,44.98175049,-93.277771,MN
"Saturday, February 24, 2024",Miami Marlins,St. Louis Cardinals,25.77808952,-80.2195282,38.62258148,-90.19306183,MO
"Saturday, February 24, 2024",Philadelphia Phillies,Toronto Blue Jays,39.90618134,-75.16647339,43.64142227,-79.38941956,ON
"Saturday, February 24, 2024",St. Louis Cardinals,New York Mets,38.62258148,-90.19306183,40.75704193,-73.84588623,NY
"Saturday, February 24, 2024",Seattle Mariners,Chicago White Sox,47.59146881,-122.3323517,41.82984924,-87.63365173,IL
"Saturday, February 24, 2024",Texas Rangers,Kansas City Royals,32.75122833,-97.08255005,39.05163956,-94.4804306,MO
"Saturday, February 24, 2024",Colorado Rockies,Oakland Athletics,39.75635147,-104.9941406,37.7516098,-122.2006226,CA
"Saturday, February 24, 2024",Chicago Cubs,San Francisco Giants,41.94805908,-87.65564728,37.77840042,-122.3896942,CA
"Saturday, February 24, 2024",Los Angeles Dodgers,Los Angeles Angels,34.07387924,-118.2399521,33.80030823,-117.8827133,CA
"Saturday, February 24, 2024",Milwaukee Brewers,San Diego Padres,43.02811813,-87.97118378,32.70756912,-117.1570435,CA
"Saturday, February 24, 2024",Houston Astros,Washington Nationals,29.75717926,-95.35553741,38.87305069,-77.00740051,DC
"Sunday, February 25, 2024",Chicago White Sox,Arizona D'Backs,41.82984924,-87.63365173,33.44527054,-112.066803,AZ
"Sunday, February 25, 2024",Detroit Tigers,Tampa Bay Rays,42.33927917,-83.04882813,27.76812553,-82.65345764,FL
"Sunday, February 25, 2024",Cleveland Guardians,Seattle Mariners,41.49578857,-81.6852951,47.59146881,-122.3323517,WA
"Sunday, February 25, 2024",Colorado Rockies,Milwaukee Brewers,39.75635147,-104.9941406,43.02811813,-87.97118378,WI
"Sunday, February 25, 2024",Washington Nationals,Miami Marlins,38.87305069,-77.00740051,25.77808952,-80.2195282,FL
"Sunday, February 25, 2024",St. Louis Cardinals,Houston Astros,38.62258148,-90.19306183,29.75717926,-95.35553741,TX
"Sunday, February 25, 2024",Los Angeles Angels,Cincinnati Reds,33.80030823,-117.8827133,39.09720993,-84.5064621,OH
"Sunday, February 25, 2024",Minnesota Twins,Boston Red Sox,44.98175049,-93.277771,42.34622192,-71.09770966,MA
"Sunday, February 25, 2024",Boston Red Sox,Atlanta Braves,42.34622192,-71.09770966,33.89060974,-84.46760559,GA
"Sunday, February 25, 2024",Toronto Blue Jays,New York Yankees,43.64142227,-79.38941956,40.82963181,-73.92623901,NY
"Sunday, February 25, 2024",New York Yankees,Philadelphia Phillies,40.82963181,-73.92623901,39.90618134,-75.16647339,PA
"Sunday, February 25, 2024",Baltimore Orioles,Pittsburgh Pirates,39.28395081,-76.62155914,40.44704819,-80.00615692,PA
"Sunday, February 25, 2024",Houston Astros,New York Mets,29.75717926,-95.35553741,40.75704193,-73.84588623,NY
"Sunday, February 25, 2024",Oakland Athletics,Los Angeles Dodgers,37.7516098,-122.2006226,34.07387924,-118.2399521,CA
"Sunday, February 25, 2024",San Diego Padres,Chicago Cubs,32.70756912,-117.1570435,41.94805908,-87.65564728,IL
"Sunday, February 25, 2024",San Francisco Giants,Texas Rangers,37.77840042,-122.3896942,32.75122833,-97.08255005,TX
"Sunday, February 25, 2024",Kansas City Royals,Los Angeles Angels,39.05163956,-94.4804306,33.80030823,-117.8827133,CA
"Monday, February 26, 2024",Baltimore Orioles,Atlanta Braves,39.28395081,-76.62155914,33.89060974,-84.46760559,GA
"Monday, February 26, 2024",Tampa Bay Rays,Baltimore Orioles,27.76812553,-82.65345764,39.28395081,-76.62155914,MD
"Monday, February 26, 2024",Philadelphia Phillies,Boston Red Sox,39.90618134,-75.16647339,42.34622192,-71.09770966,MA
"Monday, February 26, 2024",Seattle Mariners,Cincinnati Reds,47.59146881,-122.3323517,39.09720993,-84.5064621,OH
"Monday, February 26, 2024",Los Angeles Dodgers,Colorado Rockies,34.07387924,-118.2399521,39.75635147,-104.9941406,CO
"Monday, February 26, 2024",Houston Astros,Detroit Tigers,29.75717926,-95.35553741,42.33927917,-83.04882813,MI
"Monday, February 26, 2024",St. Louis Cardinals,Miami Marlins,38.62258148,-90.19306183,25.77808952,-80.2195282,FL
"Monday, February 26, 2024",Cincinnati Reds,Milwaukee Brewers,39.09720993,-84.5064621,43.02811813,-87.97118378,WI
"Monday, February 26, 2024",Minnesota Twins,New York Yankees,44.98175049,-93.277771,40.82963181,-73.92623901,NY
"Monday, February 26, 2024",New York Mets,Washington Nationals,40.75704193,-73.84588623,38.87305069,-77.00740051,DC
"Monday, February 26, 2024",Pittsburgh Pirates,Toronto Blue Jays,40.44704819,-80.00615692,43.64142227,-79.38941956,ON
"Monday, February 26, 2024",Texas Rangers,Chicago White Sox,32.75122833,-97.08255005,41.82984924,-87.63365173,IL
"Monday, February 26, 2024",Chicago Cubs,Kansas City Royals,41.94805908,-87.65564728,39.05163956,-94.4804306,MO
"Monday, February 26, 2024",Arizona D'Backs,Oakland Athletics,33.44527054,-112.066803,37.7516098,-122.2006226,CA
"Monday, February 26, 2024",Los Angeles Angels,San Francisco Giants,33.80030823,-117.8827133,37.77840042,-122.3896942,CA
"Monday, February 26, 2024",Cleveland Guardians,San Diego Padres,41.49578857,-81.6852951,32.70756912,-117.1570435,CA
"Tuesday, February 27, 2024",Texas Rangers,Arizona D'Backs,32.75122833,-97.08255005,33.44527054,-112.066803,AZ
"Tuesday, February 27, 2024",Detroit Tigers,Baltimore Orioles,42.33927917,-83.04882813,39.28395081,-76.62155914,MD
"Tuesday, February 27, 2024",Oakland Athletics,Cleveland Guardians,37.7516098,-122.2006226,41.49578857,-81.6852951,OH
"Tuesday, February 27, 2024",Toronto Blue Jays,Detroit Tigers,43.64142227,-79.38941956,42.33927917,-83.04882813,MI
"Tuesday, February 27, 2024",Washington Nationals,Houston Astros,38.87305069,-77.00740051,29.75717926,-95.35553741,TX
"Tuesday, February 27, 2024",New York Yankees,Tampa Bay Rays,40.82963181,-73.92623901,27.76812553,-82.65345764,FL
"Tuesday, February 27, 2024",Philadelphia Phillies,Minnesota Twins,39.90618134,-75.16647339,44.98175049,-93.277771,MN
"Tuesday, February 27, 2024",Atlanta Braves,Pittsburgh Pirates,33.89060974,-84.46760559,40.44704819,-80.00615692,PA
"Tuesday, February 27, 2024",Boston Red Sox,St. Louis Cardinals,42.34622192,-71.09770966,38.62258148,-90.19306183,MO
"Tuesday, February 27, 2024",Miami Marlins,New York Mets,25.77808952,-80.2195282,40.75704193,-73.84588623,NY
"Tuesday, February 27, 2024",Cincinnati Reds,Chicago Cubs,39.09720993,-84.5064621,41.94805908,-87.65564728,IL
"Tuesday, February 27, 2024",Colorado Rockies,Kansas City Royals,39.75635147,-104.9941406,39.05163956,-94.4804306,MO
"Tuesday, February 27, 2024",Chicago White Sox,Los Angeles Dodgers,41.82984924,-87.63365173,34.07387924,-118.2399521,CA
"Tuesday, February 27, 2024",Seattle Mariners,San Francisco Giants,47.59146881,-122.3323517,37.77840042,-122.3896942,CA
"Tuesday, February 27, 2024",Milwaukee Brewers,Los Angeles Angels,43.02811813,-87.97118378,33.80030823,-117.8827133,CA
"Tuesday, February 27, 2024",Kansas City Royals,San Diego Padres,39.05163956,-94.4804306,32.70756912,-117.1570435,CA
"Wednesday, February 28, 2024",Arizona D'Backs,Cleveland Guardians,33.44527054,-112.066803,41.49578857,-81.6852951,OH
"Wednesday, February 28, 2024",Los Angeles Angels,Colorado Rockies,33.80030823,-117.8827133,39.75635147,-104.9941406,CO
"Wednesday, February 28, 2024",Houston Astros,Miami Marlins,29.75717926,-95.35553741,25.77808952,-80.2195282,FL
"Wednesday, February 28, 2024",Chicago Cubs,Milwaukee Brewers,41.94805908,-87.65564728,43.02811813,-87.97118378,WI
"Wednesday, February 28, 2024",Kansas City Royals,Seattle Mariners,39.05163956,-94.4804306,47.59146881,-122.3323517,WA
"Wednesday, February 28, 2024",Baltimore Orioles,Minnesota Twins,39.28395081,-76.62155914,44.98175049,-93.277771,MN
"Wednesday, February 28, 2024",Atlanta Braves,Philadelphia Phillies,33.89060974,-84.46760559,39.90618134,-75.16647339,PA
"Wednesday, February 28, 2024",Detroit Tigers,Pittsburgh Pirates,42.33927917,-83.04882813,40.44704819,-80.00615692,PA
"Wednesday, February 28, 2024",Boston Red Sox,Washington Nationals,42.34622192,-71.09770966,38.87305069,-77.00740051,DC
"Wednesday, February 28, 2024",Tampa Bay Rays,Toronto Blue Jays,27.76812553,-82.65345764,43.64142227,-79.38941956,ON
"Wednesday, February 28, 2024",St. Louis Cardinals,New York Mets,38.62258148,-90.19306183,40.75704193,-73.84588623,NY
"Wednesday, February 28, 2024",San Diego Padres,Chicago White Sox,32.70756912,-117.1570435,41.82984924,-87.63365173,IL
"Wednesday, February 28, 2024",San Francisco Giants,Oakland Athletics,37.77840042,-122.3896942,37.7516098,-122.2006226,CA
"Wednesday, February 28, 2024",Los Angeles Dodgers,Texas Rangers,34.07387924,-118.2399521,32.75122833,-97.08255005,TX
"Thursday, February 29, 2024",San Francisco Giants,Arizona D'Backs,37.77840042,-122.3896942,33.44527054,-112.066803,AZ
"Thursday, February 29, 2024",Minnesota Twins,Atlanta Braves,44.98175049,-93.277771,33.89060974,-84.46760559,GA
"Thursday, February 29, 2024",Pittsburgh Pirates,Baltimore Orioles,40.44704819,-80.00615692,39.28395081,-76.62155914,MD
"Thursday, February 29, 2024",Detroit Tigers,Boston Red Sox,42.33927917,-83.04882813,42.34622192,-71.09770966,MA
"Thursday, February 29, 2024",Los Angeles Dodgers,Cincinnati Reds,34.07387924,-118.2399521,39.09720993,-84.5064621,OH
"Thursday, February 29, 2024",New York Mets,Houston Astros,40.75704193,-73.84588623,29.75717926,-95.35553741,TX
"Thursday, February 29, 2024",Chicago White Sox,Seattle Mariners,41.82984924,-87.63365173,47.59146881,-122.3323517,WA
"Thursday, February 29, 2024",Atlanta Braves,Tampa Bay Rays,33.89060974,-84.46760559,27.76812553,-82.65345764,FL
"Thursday, February 29, 2024",Washington Nationals,St. Louis Cardinals,38.87305069,-77.00740051,38.62258148,-90.19306183,MO
"Thursday, February 29, 2024",Philadelphia Phillies,Toronto Blue Jays,39.90618134,-75.16647339,43.64142227,-79.38941956,ON
"Thursday, February 29, 2024",Kansas City Royals,Chicago White Sox,39.05163956,-94.4804306,41.82984924,-87.63365173,IL
"Thursday, February 29, 2024",Colorado Rockies,Chicago Cubs,39.75635147,-104.9941406,41.94805908,-87.65564728,IL
"Thursday, February 29, 2024",San Diego Padres,Oakland Athletics,32.70756912,-117.1570435,37.7516098,-122.2006226,CA
"Thursday, February 29, 2024",Milwaukee Brewers,Texas Rangers,43.02811813,-87.97118378,32.75122833,-97.08255005,TX
"Thursday, February 29, 2024",Cleveland Guardians,Los Angeles Angels,41.49578857,-81.6852951,33.80030823,-117.8827133,CA
"Thursday, February 29, 2024",Miami Marlins,New York Yankees,25.77808952,-80.2195282,40.82963181,-73.92623901,NY
"Friday, March 1, 2024",Baltimore Orioles,Atlanta Braves,39.28395081,-76.62155914,33.89060974,-84.46760559,GA
"Friday, March 1, 2024",Arizona D'Backs,Cincinnati Reds,33.44527054,-112.066803,39.09720993,-84.5064621,OH
"Friday, March 1, 2024",Seattle Mariners,Colorado Rockies,47.59146881,-122.3323517,39.75635147,-104.9941406,CO
"Friday, March 1, 2024",Philadelphia Phillies,Detroit Tigers,39.90618134,-75.16647339,42.33927917,-83.04882813,MI
"Friday, March 1, 2024",San Diego Padres,Milwaukee Brewers,32.70756912,-117.1570435,43.02811813,-87.97118378,WI
"Friday, March 1, 2024",Boston Red Sox,Minnesota Twins,42.34622192,-71.09770966,44.98175049,-93.277771,MN
"Friday, March 1, 2024",Miami Marlins,Philadelphia Phillies,25.77808952,-80.2195282,39.90618134,-75.16647339,PA
"Friday, March 1, 2024",Tampa Bay Rays,Pittsburgh Pirates,27.76812553,-82.65345764,40.44704819,-80.00615692,PA
"Friday, March 1, 2024",New York Mets,St. Louis Cardinals,40.75704193,-73.84588623,38.62258148,-90.19306183,MO
"Friday, March 1, 2024",Houston Astros,Washington Nationals,29.75717926,-95.35553741,38.87305069,-77.00740051,DC
"Friday, March 1, 2024",Chicago White Sox,Chicago Cubs,41.82984924,-87.63365173,41.94805908,-87.65564728,IL
"Friday, March 1, 2024",Oakland Athletics,Kansas City Royals,37.7516098,-122.2006226,39.05163956,-94.4804306,MO
"Friday, March 1, 2024",Texas Rangers,San Francisco Giants,32.75122833,-97.08255005,37.77840042,-122.3896942,CA
"Friday, March 1, 2024",Los Angeles Angels,San Diego Padres,33.80030823,-117.8827133,32.70756912,-117.1570435,CA
"Friday, March 1, 2024",Toronto Blue Jays,New York Yankees,43.64142227,-79.38941956,40.82963181,-73.92623901,NY
"Friday, March 1, 2024",Cleveland Guardians,Los Angeles Dodgers,41.49578857,-81.6852951,34.07387924,-118.2399521,CA
"Saturday, March 2, 2024",New York Yankees,Baltimore Orioles,40.82963181,-73.92623901,39.28395081,-76.62155914,MD
"Saturday, March 2, 2024",Washington Nationals,Boston Red Sox,38.87305069,-77.00740051,42.34622192,-71.09770966,MA
"Saturday, March 2, 2024",Kansas City Royals,Cleveland Guardians,39.05163956,-94.4804306,41.49578857,-81.6852951,OH
"Saturday, March 2, 2024",Cincinnati Reds,Colorado Rockies,39.09720993,-84.5064621,39.75635147,-104.9941406,CO
"Saturday, March 2, 2024",Pittsburgh Pirates,Detroit Tigers,40.44704819,-80.00615692,42.33927917,-83.04882813,MI
"Saturday, March 2, 2024",St. Louis Cardinals,Houston Astros,38.62258148,-90.19306183,29.75717926,-95.35553741,TX
"Saturday, March 2, 2024",New York Mets,Miami Marlins,40.75704193,-73.84588623,25.77808952,-80.2195282,FL
"Saturday, March 2, 2024",Los Angeles Dodgers,Milwaukee Brewers,34.07387924,-118.2399521,43.02811813,-87.97118378,WI
"Saturday, March 2, 2024",Oakland Athletics,Seattle Mariners,37.7516098,-122.2006226,47.59146881,-122.3323517,WA
"Saturday, March 2, 2024",Boston Red Sox,Tampa Bay Rays,42.34622192,-71.09770966,27.76812553,-82.65345764,FL
"Saturday, March 2, 2024",Minnesota Twins,Philadelphia Phillies,44.98175049,-93.277771,39.90618134,-75.16647339,PA
"Saturday, March 2, 2024",Atlanta Braves,Toronto Blue Jays,33.89060974,-84.46760559,43.64142227,-79.38941956,ON
"Saturday, March 2, 2024",Chicago Cubs,Los Angeles Dodgers,41.94805908,-87.65564728,34.07387924,-118.2399521,CA
"Saturday, March 2, 2024",San Diego Padres,San Francisco Giants,32.70756912,-117.1570435,37.77840042,-122.3896942,CA
"Saturday, March 2, 2024",Chicago White Sox,Texas Rangers,41.82984924,-87.63365173,32.75122833,-97.08255005,TX
"Saturday, March 2, 2024",Arizona D'Backs,Los Angeles Angels,33.44527054,-112.066803,33.80030823,-117.8827133,CA
"Sunday, March 3, 2024",Milwaukee Brewers,Arizona D'Backs,43.02811813,-87.97118378,33.44527054,-112.066803,AZ
"Sunday, March 3, 2024",Philadelphia Phillies,Atlanta Braves,39.90618134,-75.16647339,33.89060974,-84.46760559,GA
"Sunday, March 3, 2024",Toronto Blue Jays,Boston Red Sox,43.64142227,-79.38941956,42.34622192,-71.09770966,MA
"Sunday, March 3, 2024",San Francisco Giants,Cleveland Guardians,37.77840042,-122.3896942,41.49578857,-81.6852951,OH
"Sunday, March 3, 2024",Tampa Bay Rays,Minnesota Twins,27.76812553,-82.65345764,44.98175049,-93.277771,MN
"Sunday, March 3, 2024",Detroit Tigers,New York Yankees,42.33927917,-83.04882813,40.82963181,-73.92623901,NY
"Sunday, March 3, 2024",Baltimore Orioles,Pittsburgh Pirates,39.28395081,-76.62155914,40.44704819,-80.00615692,PA
"Sunday, March 3, 2024",Miami Marlins,St. Louis Cardinals,25.77808952,-80.2195282,38.62258148,-90.19306183,MO
"Sunday, March 3, 2024",Miami Marlins,Washington Nationals,25.77808952,-80.2195282,38.87305069,-77.00740051,DC
"Sunday, March 3, 2024",Houston Astros,New York Mets,29.75717926,-95.35553741,40.75704193,-73.84588623,NY
"Sunday, March 3, 2024",Cleveland Guardians,Chicago Cubs,41.49578857,-81.6852951,41.94805908,-87.65564728,IL
"Sunday, March 3, 2024",Cincinnati Reds,Kansas City Royals,39.09720993,-84.5064621,39.05163956,-94.4804306,MO
"Sunday, March 3, 2024",Colorado Rockies,Los Angeles Dodgers,39.75635147,-104.9941406,34.07387924,-118.2399521,CA
"Sunday, March 3, 2024",Texas Rangers,Oakland Athletics,32.75122833,-97.08255005,37.7516098,-122.2006226,CA
"Sunday, March 3, 2024",Chicago White Sox,Los Angeles Angels,41.82984924,-87.63365173,33.80030823,-117.8827133,CA
"Sunday, March 3, 2024",Seattle Mariners,San Diego Padres,47.59146881,-122.3323517,32.70756912,-117.1570435,CA
"Monday, March 4, 2024",Minnesota Twins,Baltimore Orioles,44.98175049,-93.277771,39.28395081,-76.62155914,MD
"Monday, March 4, 2024",Oakland Athletics,Cincinnati Reds,37.7516098,-122.2006226,39.09720993,-84.5064621,OH
"Monday, March 4, 2024",San Francisco Giants,Colorado Rockies,37.77840042,-122.3896942,39.75635147,-104.9941406,CO
"Monday, March 4, 2024",Boston Red Sox,Detroit Tigers,42.34622192,-71.09770966,42.33927917,-83.04882813,MI
"Monday, March 4, 2024",New York Yankees,Miami Marlins,40.82963181,-73.92623901,25.77808952,-80.2195282,FL
"Monday, March 4, 2024",Pittsburgh Pirates,Tampa Bay Rays,40.44704819,-80.00615692,27.76812553,-82.65345764,FL
"Monday, March 4, 2024",Atlanta Braves,Minnesota Twins,33.89060974,-84.46760559,44.98175049,-93.277771,MN
"Monday, March 4, 2024",St. Louis Cardinals,Washington Nationals,38.62258148,-90.19306183,38.87305069,-77.00740051,DC
"Monday, March 4, 2024",Philadelphia Phillies,Toronto Blue Jays,39.90618134,-75.16647339,43.64142227,-79.38941956,ON
"Monday, March 4, 2024",Arizona D'Backs,Chicago White Sox,33.44527054,-112.066803,41.82984924,-87.63365173,IL
"Monday, March 4, 2024",Los Angeles Angels,Texas Rangers,33.80030823,-117.8827133,32.75122833,-97.08255005,TX
"Monday, March 4, 2024",Chicago Cubs,San Diego Padres,41.94805908,-87.65564728,32.70756912,-117.1570435,CA
"Tuesday, March 5, 2024",San Diego Padres,Arizona D'Backs,32.70756912,-117.1570435,33.44527054,-112.066803,AZ
"Tuesday, March 5, 2024",Detroit Tigers,Atlanta Braves,42.33927917,-83.04882813,33.89060974,-84.46760559,GA
"Tuesday, March 5, 2024",Tampa Bay Rays,Boston Red Sox,27.76812553,-82.65345764,42.34622192,-71.09770966,MA
"Tuesday, March 5, 2024",Seattle Mariners,Cleveland Guardians,47.59146881,-122.3323517,41.49578857,-81.6852951,OH
"Tuesday, March 5, 2024",Miami Marlins,Houston Astros,25.77808952,-80.2195282,29.75717926,-95.35553741,TX
"Tuesday, March 5, 2024",Texas Rangers,Seattle Mariners,32.75122833,-97.08255005,47.59146881,-122.3323517,WA
"Tuesday, March 5, 2024",Baltimore Orioles,Philadelphia Phillies,39.28395081,-76.62155914,39.90618134,-75.16647339,PA
"Tuesday, March 5, 2024",Toronto Blue Jays,Pittsburgh Pirates,43.64142227,-79.38941956,40.44704819,-80.00615692,PA
"Tuesday, March 5, 2024",Minnesota Twins,St. Louis Cardinals,44.98175049,-93.277771,38.62258148,-90.19306183,MO
"Tuesday, March 5, 2024",New York Yankees,New York Mets,40.82963181,-73.92623901,40.75704193,-73.84588623,NY
"Tuesday, March 5, 2024",Milwaukee Brewers,San Francisco Giants,43.02811813,-87.97118378,37.77840042,-122.3896942,CA
"Tuesday, March 5, 2024",Los Angeles Angels,Los Angeles Dodgers,33.80030823,-117.8827133,34.07387924,-118.2399521,CA
"Tuesday, March 5, 2024",Chicago Cubs,Kansas City Royals,41.94805908,-87.65564728,39.05163956,-94.4804306,MO
"Wednesday, March 6, 2024",Pittsburgh Pirates,Baltimore Orioles,40.44704819,-80.00615692,39.28395081,-76.62155914,MD
"Wednesday, March 6, 2024",Milwaukee Brewers,Cincinnati Reds,43.02811813,-87.97118378,39.09720993,-84.5064621,OH
"Wednesday, March 6, 2024",Texas Rangers,Colorado Rockies,32.75122833,-97.08255005,39.75635147,-104.9941406,CO
"Wednesday, March 6, 2024",New York Mets,Houston Astros,40.75704193,-73.84588623,29.75717926,-95.35553741,TX
"Wednesday, March 6, 2024",Washington Nationals,Miami Marlins,38.87305069,-77.00740051,25.77808952,-80.2195282,FL
"Wednesday, March 6, 2024",Cleveland Guardians,Milwaukee Brewers,41.49578857,-81.6852951,43.02811813,-87.97118378,WI
"Wednesday, March 6, 2024",Boston Red Sox,Minnesota Twins,42.34622192,-71.09770966,44.98175049,-93.277771,MN
"Wednesday, March 6, 2024",Tampa Bay Rays,New York Yankees,27.76812553,-82.65345764,40.82963181,-73.92623901,NY
"Wednesday, March 6, 2024",Los Angeles Dodgers,Chicago White Sox,34.07387924,-118.2399521,41.82984924,-87.63365173,IL
"Wednesday, March 6, 2024",Los Angeles Angels,Chicago Cubs,33.80030823,-117.8827133,41.94805908,-87.65564728,IL
"Wednesday, March 6, 2024",Seattle Mariners,Kansas City Royals,47.59146881,-122.3323517,39.05163956,-94.4804306,MO
"Wednesday, March 6, 2024",Oakland Athletics,Los Angeles Angels,37.7516098,-122.2006226,33.80030823,-117.8827133,CA
"Wednesday, March 6, 2024",Cincinnati Reds,San Diego Padres,39.09720993,-84.5064621,32.70756912,-117.1570435,CA
"Thursday, March 7, 2024",Atlanta Braves,Boston Red Sox,33.89060974,-84.46760559,42.34622192,-71.09770966,MA
"Thursday, March 7, 2024",Chicago Cubs,Cincinnati Reds,41.94805908,-87.65564728,39.09720993,-84.5064621,OH
"Thursday, March 7, 2024",Kansas City Royals,Colorado Rockies,39.05163956,-94.4804306,39.75635147,-104.9941406,CO
"Thursday, March 7, 2024",Toronto Blue Jays,Detroit Tigers,43.64142227,-79.38941956,42.33927917,-83.04882813,MI
"Thursday, March 7, 2024",Los Angeles Angels,Seattle Mariners,33.80030823,-117.8827133,47.59146881,-122.3323517,WA
"Thursday, March 7, 2024",Philadelphia Phillies,Tampa Bay Rays,39.90618134,-75.16647339,27.76812553,-82.65345764,FL
"Thursday, March 7, 2024",Houston Astros,St. Louis Cardinals,29.75717926,-95.35553741,38.62258148,-90.19306183,MO
"Thursday, March 7, 2024",Milwaukee Brewers,Chicago White Sox,43.02811813,-87.97118378,41.82984924,-87.63365173,IL
"Thursday, March 7, 2024",Cleveland Guardians,Oakland Athletics,41.49578857,-81.6852951,37.7516098,-122.2006226,CA
"Thursday, March 7, 2024",Arizona D'Backs,Texas Rangers,33.44527054,-112.066803,32.75122833,-97.08255005,TX
"Thursday, March 7, 2024",Washington Nationals,New York Mets,38.87305069,-77.00740051,40.75704193,-73.84588623,NY
"Thursday, March 7, 2024",Detroit Tigers,New York Yankees,42.33927917,-83.04882813,40.82963181,-73.92623901,NY
"Thursday, March 7, 2024",Los Angeles Dodgers,San Francisco Giants,34.07387924,-118.2399521,37.77840042,-122.3896942,CA
"Friday, March 8, 2024",Chicago Cubs,Arizona D'Backs,41.94805908,-87.65564728,33.44527054,-112.066803,AZ
"Friday, March 8, 2024",Pittsburgh Pirates,Atlanta Braves,40.44704819,-80.00615692,33.89060974,-84.46760559,GA
"Friday, March 8, 2024",Detroit Tigers,Baltimore Orioles,42.33927917,-83.04882813,39.28395081,-76.62155914,MD
"Friday, March 8, 2024",Chicago White Sox,Cleveland Guardians,41.82984924,-87.63365173,41.49578857,-81.6852951,OH
"Friday, March 8, 2024",New York Mets,Miami Marlins,40.75704193,-73.84588623,25.77808952,-80.2195282,FL
"Friday, March 8, 2024",Oakland Athletics,Milwaukee Brewers,37.7516098,-122.2006226,43.02811813,-87.97118378,WI
"Friday, March 8, 2024",Houston Astros,Philadelphia Phillies,29.75717926,-95.35553741,39.90618134,-75.16647339,PA
"Friday, March 8, 2024",Minnesota Twins,Pittsburgh Pirates,44.98175049,-93.277771,40.44704819,-80.00615692,PA
"Friday, March 8, 2024",New York Yankees,Toronto Blue Jays,40.82963181,-73.92623901,43.64142227,-79.38941956,ON
"Friday, March 8, 2024",Seattle Mariners,Chicago Cubs,47.59146881,-122.3323517,41.94805908,-87.65564728,IL
"Friday, March 8, 2024",Kansas City Royals,Texas Rangers,39.05163956,-94.4804306,32.75122833,-97.08255005,TX
"Friday, March 8, 2024",Colorado Rockies,Los Angeles Angels,39.75635147,-104.9941406,33.80030823,-117.8827133,CA
"Friday, March 8, 2024",St. Louis Cardinals,Washington Nationals,38.62258148,-90.19306183,38.87305069,-77.00740051,DC
"Friday, March 8, 2024",Cincinnati Reds,Los Angeles Dodgers,39.09720993,-84.5064621,34.07387924,-118.2399521,CA
"Friday, March 8, 2024",San Francisco Giants,San Diego Padres,37.77840042,-122.3896942,32.70756912,-117.1570435,CA
"Friday, March 8, 2024",Milwaukee Brewers,Oakland Athletics,43.02811813,-87.97118378,37.7516098,-122.2006226,CA
"Saturday, March 9, 2024",Baltimore Orioles,Atlanta Braves,39.28395081,-76.62155914,33.89060974,-84.46760559,GA
"Saturday, March 9, 2024",Boston Red Sox,Tampa Bay Rays,42.34622192,-71.09770966,27.76812553,-82.65345764,FL
"Saturday, March 9, 2024",Seattle Mariners,Milwaukee Brewers,47.59146881,-122.3323517,43.02811813,-87.97118378,WI
"Saturday, March 9, 2024",Washington Nationals,Houston Astros,38.87305069,-77.00740051,29.75717926,-95.35553741,TX
"Saturday, March 9, 2024",Pittsburgh Pirates,Detroit Tigers,40.44704819,-80.00615692,42.33927917,-83.04882813,MI
"Saturday, March 9, 2024",Los Angeles Angels,Cleveland Guardians,33.80030823,-117.8827133,41.49578857,-81.6852951,OH
"Saturday, March 9, 2024",Cincinnati Reds,Arizona D'Backs,39.09720993,-84.5064621,33.44527054,-112.066803,AZ
"Saturday, March 9, 2024",New York Yankees,Minnesota Twins,40.82963181,-73.92623901,44.98175049,-93.277771,MN
"Saturday, March 9, 2024",Toronto Blue Jays,Philadelphia Phillies,43.64142227,-79.38941956,39.90618134,-75.16647339,PA
"Saturday, March 9, 2024",New York Mets,St. Louis Cardinals,40.75704193,-73.84588623,38.62258148,-90.19306183,MO
"Saturday, March 9, 2024",Arizona D'Backs,Kansas City Royals,33.44527054,-112.066803,39.05163956,-94.4804306,MO
